date,station,entries,exits,fare_collected
2025-06-06,St Thomas Mount,7073,7116,296817.46
2025-06-07,Washermanpet,3059,3378,68994.05
2025-06-07,Chennai Central,13246,12687,283882.15
2025-06-07,Government Estate,2088,2156,46510.18
2025-06-07,Thousand Lights,4664,4435,105640.47
2025-06-07,Teynampet,4918,4943,157334.95
2025-06-07,Saidapet,5398,5566,178049.42
2025-06-07,Guindy,7974,8464,254075.71
2025-06-07,Alandur,11493,11399,490884.96
2025-06-07,Airport,7274,7150,316284.38
2025-06-07,Egmore,9031,9400,192462.74
2025-06-07,Nehru Park,3691,3701,80279.57
2025-06-07,CMBT,9374,9133,308858.27
2025-06-07,Koyambedu,5849,5633,194192.09
2025-06-07,Arumbakkam,3690,3758,125326.55
2025-06-07,Vadapalani,7644,7083,242835.55
2025-06-07,Ashok Nagar,3408,3529,148155.89
2025-06-07,Ekkattuthangal,2962,3038,129869.68
2025-06-07,St Thomas Mount,4277,4548,180951.75
2025-06-08,Washermanpet,3431,3408,75228.59
2025-06-08,Chennai Central,14068,13805,309287.66
2025-06-08,Government Estate,2136,2128,46882.85
2025-06-08,Thousand Lights,4657,4923,105783.31
2025-06-08,Teynampet,4304,4625,133337.6
2025-06-08,Saidapet,4824,5051,150031.02
2025-06-08,Guindy,8438,8457,268754.09
2025-06-08,Alandur,13278,13596,580126.04
2025-06-08,Airport,6043,6492,269276.68
2025-06-08,Egmore,8835,8650,200974.9
2025-06-08,Nehru Park,2885,2931,61499.92
2025-06-08,CMBT,9358,8629,297715.46
2025-06-08,Koyambedu,7190,6930,233257.46
2025-06-08,Arumbakkam,4343,4797,138076.97
2025-06-08,Vadapalani,6693,7062,212490.46
2025-06-08,Ashok Nagar,5001,5159,222245.55
2025-06-08,Ekkattuthangal,2694,2563,118814.84
2025-06-08,St Thomas Mount,4357,4754,192495.94
2025-06-09,Washermanpet,5296,4946,115175.69
2025-06-09,Chennai Central,23164,24153,538138.68
2025-06-09,Government Estate,4180,4511,85887.17
2025-06-09,Thousand Lights,8222,8198,175829.14
2025-06-09,Teynampet,7532,7044,230752.71
2025-06-09,Saidapet,9347,9191,312663.44
2025-06-09,Guindy,12996,13353,422219.29
2025-06-09,Alandur,16389,15340,711355.01
2025-06-09,Airport,12187,13184,533124.21
2025-06-09,Egmore,18498,17162,413511.74
2025-06-09,Nehru Park,5743,6025,128779.51
2025-06-09,CMBT,13600,13159,420509.49
2025-06-09,Koyambedu,10823,9827,350187.82
2025-06-09,Arumbakkam,6015,5600,177561.25
2025-06-09,Vadapalani,11375,10850,353963.49
2025-06-09,Ashok Nagar,7344,7414,326556.66
2025-06-09,Ekkattuthangal,5377,5620,231560.07
2025-06-09,St Thomas Mount,7008,6626,311262.99
2025-06-10,Washermanpet,5145,5278,114696.82
2025-06-10,Chennai Central,21324,22399,487584.65
2025-06-10,Government Estate,3537,3811,76332.11
2025-06-10,Thousand Lights,9239,9702,205566.41
2025-06-10,Teynampet,7916,7841,272542.14
2025-06-10,Saidapet,9099,9390,295330.15
2025-06-10,Guindy,14633,15510,499735.56
2025-06-10,Alandur,16307,15334,713270.17
2025-06-10,Airport,12743,13098,542328.93
2025-06-10,Egmore,13780,12456,307406.12
2025-06-10,Nehru Park,6348,6253,129220.86
2025-06-10,CMBT,15483,15542,481588.06
2025-06-10,Koyambedu,10556,10398,354783.3
2025-06-10,Arumbakkam,6150,5979,198193.54
2025-06-10,Vadapalani,10162,10161,339634.33
2025-06-10,Ashok Nagar,6912,7895,291559.32
2025-06-10,Ekkattuthangal,5011,5557,217780.83
2025-06-10,St Thomas Mount,7482,7316,331816.83
2025-06-11,Washermanpet,5684,5699,126690.65
2025-06-11,Chennai Central,26031,25197,571667.81
2025-06-11,Government Estate,3498,3613,71987.89
2025-06-11,Thousand Lights,6585,5964,142948.81
2025-06-11,Teynampet,7821,8258,255440.02
2025-06-11,Saidapet,9717,9847,311205.34
2025-06-11,Guindy,12845,13418,404166.38
2025-06-11,Alandur,19377,20130,835640.39
2025-06-11,Airport,12439,12903,533978.16
2025-06-11,Egmore,14209,13030,298521.19
2025-06-11,Nehru Park,6029,5801,136598.39
2025-06-11,CMBT,16974,15694,539926.39
2025-06-11,Koyambedu,10849,10926,338467.61
2025-06-11,Arumbakkam,6156,5621,194136.99
2025-06-11,Vadapalani,11561,12564,370231.31
2025-06-11,Ashok Nagar,7534,7291,347448.64
2025-06-11,Ekkattuthangal,4833,5205,206799.22
2025-06-11,St Thomas Mount,7005,7075,331556.67
2025-06-12,Washermanpet,5241,4966,116233.39
2025-06-12,Chennai Central,21115,21794,456190.29
2025-06-12,Government Estate,3968,4092,86751.25
2025-06-12,Thousand Lights,8775,8259,203426.76
2025-06-12,Teynampet,8597,8424,276490.21
2025-06-12,Saidapet,9527,9949,318631.51
2025-06-12,Guindy,12907,12727,393972.72
2025-06-12,Alandur,15630,15676,686353.95
2025-06-12,Airport,11345,11230,503897.71
2025-06-12,Egmore,13003,12652,292765.91
2025-06-12,Nehru Park,6365,7151,148964.15
2025-06-12,CMBT,15905,15463,513720.14
2025-06-12,Koyambedu,10103,9632,328182.05
2025-06-12,Arumbakkam,6350,6570,206413.25
2025-06-12,Vadapalani,10863,10056,345720.22
2025-06-12,Ashok Nagar,7726,7113,346619.26
2025-06-12,Ekkattuthangal,4801,4663,216928.98
2025-06-12,St Thomas Mount,6488,6332,290276.21
2025-06-13,Washermanpet,5392,5612,117641.06
2025-06-13,Chennai Central,26693,26457,582512.13
2025-06-13,Government Estate,3553,3505,80586.14
2025-06-13,Thousand Lights,8218,8405,174462.89
2025-06-13,Teynampet,7590,7068,247450.76
2025-06-13,Saidapet,10641,10821,337221.87
2025-06-13,Guindy,14391,13449,453297.08
2025-06-13,Alandur,19579,19344,878072.13
2025-06-13,Airport,9761,10344,433876.22
2025-06-13,Egmore,15715,15813,347453.99
2025-06-13,Nehru Park,5483,5698,127618.34
2025-06-13,CMBT,17853,17348,568978.01
2025-06-13,Koyambedu,11561,11116,378125.08
2025-06-13,Arumbakkam,6125,5710,192276.86
2025-06-13,Vadapalani,9249,9394,304653.27
2025-06-13,Ashok Nagar,7176,7841,340032.43
2025-06-13,Ekkattuthangal,4438,4470,184076.7
2025-06-13,St Thomas Mount,6572,7278,292832.83
2025-06-14,Washermanpet,3627,3534,80957.8
2025-06-14,Chennai Central,15553,14883,345637.78
2025-06-14,Government Estate,2326,2176,51791.05
2025-06-14,Thousand Lights,5553,5577,122190.22
2025-06-14,Teynampet,5121,4924,164907.75
2025-06-14,Saidapet,6172,6426,190599.12
2025-06-14,Guindy,8136,8416,264629.98
2025-06-14,Alandur,12306,12778,580163.64
2025-06-14,Airport,7142,6088,305486.08
2025-06-14,Egmore,9021,9687,199573.36
2025-06-14,Nehru Park,3560,3676,79126.93
2025-06-14,CMBT,11769,11386,377990.48
2025-06-14,Koyambedu,7012,7482,230601.41
2025-06-14,Arumbakkam,3715,3599,124127.51
2025-06-14,Vadapalani,6321,6306,200180.03
2025-06-14,Ashok Nagar,4038,3946,183543.97
2025-06-14,Ekkattuthangal,3262,3252,148973.47
2025-06-14,St Thomas Mount,3800,3752,163338.55
2025-06-15,Washermanpet,3428,3544,74107.02
2025-06-15,Chennai Central,13047,12919,285640.19
2025-06-15,Government Estate,2028,1953,44407.84
2025-06-15,Thousand Lights,5207,5086,113463.98
2025-06-15,Teynampet,5324,5456,167990.36
2025-06-15,Saidapet,6451,5786,206022.28
2025-06-15,Guindy,9370,10202,303252.0
2025-06-15,Alandur,12167,12603,531025.47
2025-06-15,Airport,7840,7382,332986.86
2025-06-15,Egmore,8385,7850,186212.56
2025-06-15,Nehru Park,3798,3643,82951.66
2025-06-15,CMBT,10302,9953,329468.0
2025-06-15,Koyambedu,7689,7648,255633.53
2025-06-15,Arumbakkam,4333,4687,129931.08
2025-06-15,Vadapalani,6255,6476,190584.61
2025-06-15,Ashok Nagar,4354,4708,189862.2
2025-06-15,Ekkattuthangal,2937,2612,122883.19
2025-06-15,St Thomas Mount,3920,3983,162199.57
2025-06-16,Washermanpet,5440,5152,117357.21
2025-06-16,Chennai Central,22740,22434,492320.51
2025-06-16,Government Estate,4064,3923,91515.73
2025-06-16,Thousand Lights,9495,8508,219867.16
2025-06-16,Teynampet,7412,7204,226896.72
2025-06-16,Saidapet,9424,8942,313292.5
2025-06-16,Guindy,14221,13311,436191.93
2025-06-16,Alandur,18723,18402,821651.19
2025-06-16,Airport,10638,11483,466360.35
2025-06-16,Egmore,14951,14365,318675.41
2025-06-16,Nehru Park,6388,6001,138337.58
2025-06-16,CMBT,17808,18265,573776.56
2025-06-16,Koyambedu,12837,12197,415121.77
2025-06-16,Arumbakkam,6166,5974,197077.19
2025-06-16,Vadapalani,10378,10659,336639.15
2025-06-16,Ashok Nagar,7456,7397,327510.57
2025-06-16,Ekkattuthangal,4917,5054,211487.26
2025-06-16,St Thomas Mount,6242,6748,269002.54
2025-06-17,Washermanpet,4839,4723,107677.24
2025-06-17,Chennai Central,23867,23627,532473.25
2025-06-17,Government Estate,3518,3517,78813.79
2025-06-17,Thousand Lights,8886,8699,191541.67
2025-06-17,Teynampet,7550,7394,250702.64
2025-06-17,Saidapet,8924,8431,300768.72
2025-06-17,Guindy,11236,11455,351791.21
2025-06-17,Alandur,16453,14898,688852.38
2025-06-17,Airport,10018,10285,453068.37
2025-06-17,Egmore,16616,16222,359423.18
2025-06-17,Nehru Park,4947,5054,108713.42
2025-06-17,CMBT,18554,17228,595310.53
2025-06-17,Koyambedu,13005,14592,418842.1
2025-06-17,Arumbakkam,7158,7131,228626.67
2025-06-17,Vadapalani,9643,9568,304254.72
2025-06-17,Ashok Nagar,8118,7907,356990.63
2025-06-17,Ekkattuthangal,4646,4633,197381.1
2025-06-17,St Thomas Mount,5905,5813,258518.49
2025-06-18,Washermanpet,5674,5651,130014.14
2025-06-18,Chennai Central,20528,22922,455240.98
2025-06-18,Government Estate,3245,3284,73903.96
2025-06-18,Thousand Lights,9903,10500,218331.31
2025-06-18,Teynampet,8027,7295,256553.74
2025-06-18,Saidapet,9237,9279,284208.19
2025-06-18,Guindy,13770,13057,462167.73
2025-06-18,Alandur,18676,18309,815176.3
2025-06-18,Airport,13333,14015,592396.89
2025-06-18,Egmore,13704,15065,310688.78
2025-06-18,Nehru Park,4726,4431,104113.03
2025-06-18,CMBT,18710,20920,607547.05
2025-06-18,Koyambedu,10325,10798,336333.02
2025-06-18,Arumbakkam,6569,6042,209566.85
2025-06-18,Vadapalani,11208,11656,358495.87
2025-06-18,Ashok Nagar,7055,6842,311149.1
2025-06-18,Ekkattuthangal,5172,4992,236710.07
2025-06-18,St Thomas Mount,7260,6735,316950.39
2025-06-19,Washermanpet,4712,4798,105898.99
2025-06-19,Chennai Central,22717,23153,520044.51
2025-06-19,Government Estate,4083,4145,91047.41
2025-06-19,Thousand Lights,7735,7739,165603.55
2025-06-19,Teynampet,8516,8703,281698.31
2025-06-19,Saidapet,9252,9974,297044.58
2025-06-19,Guindy,12691,13509,406584.06
2025-06-19,Alandur,17790,16890,774505.36
2025-06-19,Airport,13755,13620,590589.97
2025-06-19,Egmore,15983,17215,356999.07
2025-06-19,Nehru Park,5312,5663,115789.09
2025-06-19,CMBT,15812,15796,501863.06
2025-06-19,Koyambedu,9853,8585,319316.71
2025-06-19,Arumbakkam,5395,5434,170248.08
2025-06-19,Vadapalani,10512,10558,352013.66
2025-06-19,Ashok Nagar,7146,7687,310479.42
2025-06-19,Ekkattuthangal,4209,4306,194780.68
2025-06-19,St Thomas Mount,6492,6585,287632.21
2025-06-20,Washermanpet,5645,5096,121546.12
2025-06-20,Chennai Central,23643,24657,528592.96
2025-06-20,Government Estate,3578,3663,81225.01
2025-06-20,Thousand Lights,8460,8954,193061.69
2025-06-20,Teynampet,7407,7165,230219.08
2025-06-20,Saidapet,9330,8630,298117.78
2025-06-20,Guindy,12660,12458,420752.18
2025-06-20,Alandur,18745,18388,804860.29
2025-06-20,Airport,12582,12831,546760.4
2025-06-20,Egmore,13681,14373,312182.96
2025-06-20,Nehru Park,6257,6568,132637.15
2025-06-20,CMBT,18996,19114,599998.43
2025-06-20,Koyambedu,9985,10037,321461.67
2025-06-20,Arumbakkam,6745,6821,208278.57
2025-06-20,Vadapalani,8298,8133,264046.25
2025-06-20,Ashok Nagar,6460,6348,280413.2
2025-06-20,Ekkattuthangal,5478,5654,242241.17
2025-06-20,St Thomas Mount,6485,6962,284911.03
2025-06-21,Washermanpet,3388,3220,72752.3
2025-06-21,Chennai Central,13423,12985,298137.31
2025-06-21,Government Estate,2034,2037,45504.39
2025-06-21,Thousand Lights,4594,4371,97890.85
2025-06-21,Teynampet,4216,4655,136161.34
2025-06-21,Saidapet,5035,5412,161557.23
2025-06-21,Guindy,7483,7440,243277.78
2025-06-21,Alandur,12160,12029,531952.27
2025-06-21,Airport,7771,7490,345528.87
2025-06-21,Egmore,8747,8837,198724.04
2025-06-21,Nehru Park,3957,3907,89965.92
2025-06-21,CMBT,10163,9709,330804.09
2025-06-21,Koyambedu,6590,6618,207117.12
2025-06-21,Arumbakkam,3668,3971,108345.79
2025-06-21,Vadapalani,6781,6055,216659.7
2025-06-21,Ashok Nagar,4576,4714,201564.3
2025-06-21,Ekkattuthangal,2825,2650,125719.65
2025-06-21,St Thomas Mount,4529,4494,203812.02
2025-06-22,Washermanpet,3317,3257,67781.78
2025-06-22,Chennai Central,12305,12367,255091.08
2025-06-22,Government Estate,2575,2471,56506.45
2025-06-22,Thousand Lights,6004,6330,128125.01
2025-06-22,Teynampet,5884,5518,197063.27
2025-06-22,Saidapet,5700,5780,179255.66
2025-06-22,Guindy,8976,9348,278430.04
2025-06-22,Alandur,10655,11184,466925.51
2025-06-22,Airport,6828,6271,306962.25
2025-06-22,Egmore,8476,9791,177732.97
2025-06-22,Nehru Park,3695,3643,82494.45
2025-06-22,CMBT,8983,9652,266765.48
2025-06-22,Koyambedu,7843,7235,263659.23
2025-06-22,Arumbakkam,3150,3028,102643.86
2025-06-22,Vadapalani,6388,6902,200183.74
2025-06-22,Ashok Nagar,4399,4439,195356.37
2025-06-22,Ekkattuthangal,2859,2922,124588.29
2025-06-22,St Thomas Mount,4063,4153,176662.22
2025-06-23,Washermanpet,6240,6092,140900.58
2025-06-23,Chennai Central,25281,25037,562613.5
2025-06-23,Government Estate,3738,3619,81926.84
2025-06-23,Thousand Lights,8065,7833,181147.97
2025-06-23,Teynampet,7726,7857,246419.11
2025-06-23,Saidapet,8658,9469,275917.86
2025-06-23,Guindy,15164,15021,478520.52
2025-06-23,Alandur,16044,15404,706023.11
2025-06-23,Airport,12916,14669,553974.81
2025-06-23,Egmore,15072,14743,324448.96
2025-06-23,Nehru Park,6722,6725,149682.58
2025-06-23,CMBT,15526,15684,492844.95
2025-06-23,Koyambedu,10729,10652,353455.76
2025-06-23,Arumbakkam,6944,7412,210341.34
2025-06-23,Vadapalani,8874,9478,276592.87
2025-06-23,Ashok Nagar,6747,7133,303511.69
2025-06-23,Ekkattuthangal,4812,4485,222375.22
2025-06-23,St Thomas Mount,6790,7405,279127.88
2025-06-24,Washermanpet,5318,5366,115837.75
2025-06-24,Chennai Central,22017,21936,466086.35
2025-06-24,Government Estate,3701,3495,78809.39
2025-06-24,Thousand Lights,6718,6917,148455.9
2025-06-24,Teynampet,8649,8115,290984.1
2025-06-24,Saidapet,9110,8885,295532.23
2025-06-24,Guindy,12841,12953,433233.38
2025-06-24,Alandur,15564,15614,685189.53
2025-06-24,Airport,10417,11620,460865.73
2025-06-24,Egmore,15814,16125,341883.78
2025-06-24,Nehru Park,6309,6207,138052.34
2025-06-24,CMBT,13540,14482,444128.31
2025-06-24,Koyambedu,11815,11489,368299.72
2025-06-24,Arumbakkam,5844,5880,187555.8
2025-06-24,Vadapalani,10606,10342,333993.11
2025-06-24,Ashok Nagar,6407,6881,294510.49
2025-06-24,Ekkattuthangal,5322,5009,235114.4
2025-06-24,St Thomas Mount,6809,6591,296662.34
2025-06-25,Washermanpet,5581,5192,125502.35
2025-06-25,Chennai Central,27186,26668,604080.08
2025-06-25,Government Estate,3224,3414,71592.81
2025-06-25,Thousand Lights,8013,8522,159296.35
2025-06-25,Teynampet,7881,7950,250511.0
2025-06-25,Saidapet,8329,9109,262841.27
2025-06-25,Guindy,15966,14903,500836.48
2025-06-25,Alandur,18685,19816,797069.23
2025-06-25,Airport,13624,13349,588697.4
2025-06-25,Egmore,15715,15608,345800.84
2025-06-25,Nehru Park,5224,5919,119330.08
2025-06-25,CMBT,12572,11866,393892.18
2025-06-25,Koyambedu,11958,11914,393729.0
2025-06-25,Arumbakkam,5288,5110,169768.48
2025-06-25,Vadapalani,10213,10619,323591.75
2025-06-25,Ashok Nagar,6647,6418,281962.97
2025-06-25,Ekkattuthangal,5079,5040,216056.98
2025-06-25,St Thomas Mount,6288,6059,271158.66
2025-06-26,Washermanpet,5303,5163,120174.51
2025-06-26,Chennai Central,19403,20028,397398.14
2025-06-26,Government Estate,3543,3089,79032.34
2025-06-26,Thousand Lights,8453,9463,183890.22
2025-06-26,Teynampet,7297,6657,226741.58
2025-06-26,Saidapet,10567,11619,335744.95
2025-06-26,Guindy,15173,15109,492738.06
2025-06-26,Alandur,18209,19863,795904.16
2025-06-26,Airport,12336,11550,528456.78
2025-06-26,Egmore,13496,12942,292210.79
2025-06-26,Nehru Park,4595,4797,102150.99
2025-06-26,CMBT,19116,18862,614593.02
2025-06-26,Koyambedu,13032,12975,414113.8
2025-06-26,Arumbakkam,5842,5369,190519.28
2025-06-26,Vadapalani,10010,10619,320370.65
2025-06-26,Ashok Nagar,7684,7935,334393.37
2025-06-26,Ekkattuthangal,5440,5398,240281.28
2025-06-26,St Thomas Mount,6033,6443,260843.32
2025-06-27,Washermanpet,5707,5840,123296.43
2025-06-27,Chennai Central,21326,21226,479084.75
2025-06-27,Government Estate,3294,3242,73226.61
2025-06-27,Thousand Lights,9542,9011,203684.66
2025-06-27,Teynampet,7053,6566,232573.58
2025-06-27,Saidapet,8625,8082,269858.55
2025-06-27,Guindy,13002,12820,419193.76
2025-06-27,Alandur,14551,13542,596717.07
2025-06-27,Airport,10473,12073,450499.16
2025-06-27,Egmore,14257,15060,319603.8
2025-06-27,Nehru Park,6071,5619,129571.49
2025-06-27,CMBT,14182,14953,446176.56
2025-06-27,Koyambedu,10523,10941,321119.02
2025-06-27,Arumbakkam,7399,7351,222737.54
2025-06-27,Vadapalani,10684,11344,327798.88
2025-06-27,Ashok Nagar,6697,7065,280762.92
2025-06-27,Ekkattuthangal,4588,4450,196083.79
2025-06-27,St Thomas Mount,7319,7206,331901.38
2025-06-28,Washermanpet,3510,3598,73585.98
2025-06-28,Chennai Central,17477,17802,374744.17
2025-06-28,Government Estate,2375,2334,51656.82
2025-06-28,Thousand Lights,5296,5941,118817.44
2025-06-28,Teynampet,4889,4940,155770.15
2025-06-28,Saidapet,6227,5918,192549.37
2025-06-28,Guindy,8569,8272,263107.34
2025-06-28,Alandur,10960,12306,480827.08
2025-06-28,Airport,7380,7584,349816.93
2025-06-28,Egmore,9231,10024,197808.87
2025-06-28,Nehru Park,3441,3546,76246.64
2025-06-28,CMBT,10885,10576,354603.48
2025-06-28,Koyambedu,7645,7384,247287.45
2025-06-28,Arumbakkam,3039,2893,99698.99
2025-06-28,Vadapalani,5708,6079,183653.33
2025-06-28,Ashok Nagar,4629,4811,206015.39
2025-06-28,Ekkattuthangal,2986,3209,127086.96
2025-06-28,St Thomas Mount,4456,4343,199639.64
2025-06-29,Washermanpet,2890,3064,67315.81
2025-06-29,Chennai Central,15005,15723,311392.8
2025-06-29,Government Estate,2437,2820,52607.45
2025-06-29,Thousand Lights,5343,4976,121037.81
2025-06-29,Teynampet,5580,5505,175779.96
2025-06-29,Saidapet,5336,5288,162845.6
2025-06-29,Guindy,7151,6951,236169.84
2025-06-29,Alandur,10676,10625,463472.86
2025-06-29,Airport,7882,7813,362557.06
2025-06-29,Egmore,9911,9914,218307.81
2025-06-29,Nehru Park,3499,3421,75874.97
2025-06-29,CMBT,10732,10847,358880.99
2025-06-29,Koyambedu,7313,7474,225389.9
2025-06-29,Arumbakkam,4019,3818,130170.76
2025-06-29,Vadapalani,6327,6448,200219.58
2025-06-29,Ashok Nagar,4476,4678,193665.11
2025-06-29,Ekkattuthangal,2499,2478,109810.35
2025-06-29,St Thomas Mount,4025,4219,173319.07
2025-06-30,Washermanpet,4768,4281,101805.25
2025-06-30,Chennai Central,23651,23330,516226.68
2025-06-30,Government Estate,4187,4471,95210.04
2025-06-30,Thousand Lights,7330,6657,154000.94
2025-06-30,Teynampet,8278,8083,270753.72
2025-06-30,Saidapet,8115,8782,256112.61
2025-06-30,Guindy,13175,13220,438485.78
2025-06-30,Alandur,14808,13831,664280.54
2025-06-30,Airport,12761,12462,526227.02
2025-06-30,Egmore,14509,14501,311563.07
2025-06-30,Nehru Park,6441,6206,140998.41
2025-06-30,CMBT,16992,17222,572699.54
2025-06-30,Koyambedu,11060,11910,358122.74
2025-06-30,Arumbakkam,5883,5880,194903.09
2025-06-30,Vadapalani,8804,8938,266952.91
2025-06-30,Ashok Nagar,7325,7593,326183.79
2025-06-30,Ekkattuthangal,4392,4329,202327.43
2025-06-30,St Thomas Mount,5965,5682,268838.98
